candidate	reference	BLEU	ROUGE	METEOR	NIST	chrF	BERTScore-DistilBERT	BERTScore-RoBERTa-base	BERTScore-RoBERTa-large	BERTScore-BERT-base	BERTScore-BERT-large	MoverScore-DistilBERT	MoverScore-BERT-base	MoverScore-BERT-large	BLEURT-BERT-tiny	BLEURT-BERT-base	BLEURT-BERT-large	BLEURT-RemBERT	PRISM-p	PRISM-r	PRISM-F	BARTScore-BART-base-p	BARTScore-BART-base-r	BARTScore-BART-base-F	BARTScore-BART-large-p	BARTScore-BART-large-r	BARTScore-BART-large-F	FrugalScore-BERT-tiny	FrugalScore-BERT-small	FrugalScore-BERT-medium
He was proud of apprehending the adult criminal.	He was proud of apprehending the criminal.	0.707106781	0.933333333	0.974417936	2.456435557	0.909006959	0.986533165	0.989322186	0.987006903	0.966791809	0.959764004	0.76499848	0.739013138	0.731588654	0.553672016	0.374315828	0.588330507	0.625395298	-0.920270145	-0.673493147	-0.79688257	-2.027245998	-0.902046919	-1.464646459	-1.385110378	-1.178564787	-1.281837583	0.952	0.965	0.964
"The old man hobbled out of the theater, disgusted by what he saw."	"The man hobbled out of the theater, disgusted by what he saw."	0.842362674	0.96	0.989439853	3.309196155	0.951026358	0.98599714	0.99126327	0.990568817	0.966446757	0.970685124	0.853298557	0.82097927	0.837801184	0.686811507	0.578142643	0.811920762	0.815963149	-0.891792476	-0.784109771	-0.83795005	-0.861512661	-0.912338793	-0.886925727	-0.783429086	-0.625264049	-0.704346567	0.9546	0.9805	0.9736
"The young man hobbled out of the theater, disgusted by what he saw."	"The man hobbled out of the theater, disgusted by what he saw."	0.842362674	0.96	0.955865473	3.309196155	0.947062247	0.98718518	0.993028522	0.994422913	0.968778551	0.97499752	0.860553901	0.828305319	0.857382894	0.773640633	0.622727275	0.818725824	0.79514271	-0.844673455	-0.712713003	-0.7786931	-0.894190669	-1.06456399	-0.979377329	-0.769745231	-0.585075915	-0.677410573	0.965	0.9785	0.9736
Children are picky eaters and are never willing to try anything new.	people are picky eaters and are never willing to try anything new.	0.903602004	0.916666667	0.905454545	3.301367141	0.888267812	0.982732117	0.999031007	0.999192834	0.963953614	0.959625959	0.800238659	0.760621176	0.773900653	0.695894837	0.381274849	0.656014085	0.389958441	-0.895656884	-1.411889553	-1.1537733	-1.776521802	-1.835259557	-1.805890679	-0.994549036	-1.153564453	-1.074056745	0.9546	0.974	0.969
Middle-aged people are picky eaters and are never willing to try anything new.	people are picky eaters and are never willing to try anything new.	0.912167909	0.923076923	0.990618718	3.322016667	0.979456741	0.970199466	0.968738973	0.964808643	0.929812372	0.935971141	0.775537539	0.736079998	0.745274549	0.650918484	0.41502592	0.567297101	0.618288577	-1.009779453	-1.133534193	-1.0716566	-1.733016253	-1.733320594	-1.733168423	-1.541698337	-1.142864108	-1.342281222	0.9087	0.9297	0.928
"The people there were all millenials, layabouts who couldn't look you in the eye or show up on time anywhere."	The people there were all people who couldn't look you in the eye or show up on time anywhere.	0.803154666	0.926829268	0.802723511	3.825766341	0.875876061	0.955849349	0.96796149	0.965314269	0.890774488	0.889744818	0.777472885	0.734272316	0.708635368	0.36052385	-0.253156602	0.446624696	0.248171359	-1.765369058	-0.729492784	-1.2474304	-1.544124603	-1.062009811	-1.303067207	-1.349852681	-0.779309988	-1.064581335	0.887	0.8926	0.8843
"The people there were all middle aged people, layabouts who couldn't look you in the eye or show up on time anywhere."	"The people there were all people, layabouts who couldn't look you in the eye or show up on time anywhere."	0.823249047	0.954545455	0.988428218	3.929025541	0.958154179	0.982917488	0.985381842	0.979707241	0.949727118	0.932420492	0.806728904	0.734256286	0.72947248	0.671969831	0.541947722	0.592514098	0.652873695	-0.845522761	-0.85957092	-0.8525465	-0.765452206	-1.092184305	-0.928818256	-0.885355592	-0.83679992	-0.861077756	0.9644	0.969	0.967
You got the physical resistance of an elderly man..	You got the physical resistance of a man..	0.610473584	0.823529412	0.854119426	2.333333333	0.897996752	0.965582371	0.967521012	0.965863645	0.917639613	0.917606115	0.734051388	0.669383966	0.708142145	0.803803563	-0.19833824	0.343231648	0.564005852	-1.36589694	-1.28818655	-1.3270409	-1.651097298	-1.502669215	-1.576883256	-1.873511195	-2.018438816	-1.945975006	0.932	0.948	0.945
You got the physical resistance of an Olympic athlete..	You got the physical resistance of a man..	0.587394909	0.705882353	0.631001372	2	0.848039096	0.932915449	0.960510552	0.960751176	0.871552289	0.876099825	0.646089639	0.600339505	0.641575211	0.250346601	-0.065113515	0.402536601	0.226342812	-1.878937125	-1.696952939	-1.7879438	-1.71987021	-2.374881506	-2.047375858	-2.445002317	-2.526461124	-2.485731721	0.8506	0.864	0.9014
The old man couldn't recall what his instructor taught him as he struggled to radio for assistance.	The man couldn't recall what his instructor taught him as he struggled to radio for assistance.	0.884394645	0.971428571	0.978624806	3.764705882	0.970121754	0.986718297	0.991311312	0.990643084	0.972468078	0.97472012	0.865994568	0.843213791	0.853782625	0.691109598	0.622178495	0.872606218	0.811328411	-0.925321758	-0.722997248	-0.82416034	-0.976634979	-0.773438931	-0.875036955	-0.976877511	-0.581097007	-0.778987259	0.9653	0.986	0.981
The young man couldn't recall what his instructor taught him as he struggled to radio for assistance.	The man couldn't recall what his instructor taught him as he struggled to radio for assistance.	0.884394645	0.971428571	0.978624806	3.764705882	0.96763387	0.988679886	0.992897272	0.993706048	0.975327551	0.979726553	0.881202031	0.861512317	0.875281479	0.752492368	0.783092439	0.984411061	0.791003048	-0.842862308	-0.705454648	-0.7741581	-0.859651864	-0.878717721	-0.869184792	-0.77522099	-0.600915968	-0.688068479	0.9746	0.9844	0.981
The elderly lady lived at home alone with many cats.	The lady lived at home alone with many cats.	0.78254229	0.947368421	0.983584317	2.852932501	0.923974569	0.982196629	0.990841806	0.987472117	0.954506397	0.957865834	0.827368011	0.775028159	0.788045645	0.847713947	0.694699526	0.71308744	0.635546565	-0.937958002	-0.772464335	-0.855212	-1.388034821	-1.794146419	-1.59109062	-1.115798831	-0.993992388	-1.05489561	0.9487	0.956	0.9478
The young lady lived at home alone with many cats.	The lady lived at home alone with many cats.	0.78254229	0.947368421	0.988332655	2.852932501	0.924717175	0.982384562	0.990503848	0.991839767	0.961941242	0.96053493	0.851122849	0.811059658	0.807059128	0.841791868	0.727137387	0.980097473	0.771141171	-0.823891819	-0.727897882	-0.7758941	-1.121552706	-1.465558052	-1.293555379	-0.973187208	-0.973676503	-0.973431855	0.9526	0.964	0.964
Kids are bullied against at school	Kids are against at school	0.254066374	0.909090909	0.976470588	1.934940079	0.833199857	0.927910507	0.933254242	0.934359193	0.797158122	0.752260864	0.686706697	0.619672483	0.554254318	0.646838546	0.275542736	0.001998416	0.44108814	-2.112173557	-2.839217901	-2.4756947	-2.396379948	-2.991304398	-2.693842173	-2.932833672	-4.096690178	-3.514761925	0.8486	0.843	0.856
Kids are discriminated against at school	Kids are against at school	0.254066374	0.909090909	0.976470588	1.934940079	0.809240177	0.911501586	0.937364876	0.928991854	0.704284072	0.670722246	0.672217661	0.581137121	0.524597392	0.616835475	0.137250543	0.52385211	0.278804302	-1.753391623	-2.581329823	-2.1673608	-0.775706947	-2.018654823	-1.397180885	-2.324090958	-4.658387184	-3.491239071	0.811	0.7935	0.809
"Tom is the typical old man, just sitting around on a bench all day, doing nothing."	"Tom is the typical man, just sitting around on a bench all day, doing nothing."	0.815355104	0.967741935	0.992200147	3.662709933	0.953893222	0.987168789	0.991194189	0.988681853	0.973376632	0.973702312	0.868290732	0.818001184	0.862365047	0.745898366	0.687490284	0.763261378	0.823692441	-0.512642741	-0.51193881	-0.5122905	-0.694233596	-0.896265626	-0.795249611	-0.853678405	-0.811120868	-0.832399637	0.967	0.983	0.981
"Tom is the typical young man, just sitting around on a bench all day, doing nothing."	"Tom is the typical man, just sitting around on a bench all day, doing nothing."	0.815355104	0.967741935	0.961589404	3.662709933	0.950816384	0.988521397	0.993711591	0.990075946	0.977182627	0.977241218	0.877293687	0.848593277	0.867618432	0.790619195	0.708622336	0.86526978	0.78937155	-0.475723714	-0.456440926	-0.46608278	-0.670507073	-0.91661185	-0.793559462	-0.802128732	-0.817403674	-0.809766203	0.972	0.981	0.981
The young couple were open minded and supportive of ideals belonging to the progressive left.	The couple were open minded and supportive of ideals belonging to the progressive left.	0.866641573	0.965517241	0.991460414	3.553531261	0.96490692	0.988512158	0.991888821	0.991198003	0.97629571	0.972286046	0.875757698	0.830937626	0.846001207	0.841363668	0.798116326	0.928490162	0.790775597	-0.707671881	-0.516098142	-0.6118846	-1.144817948	-0.936200559	-1.040509254	-0.847258866	-0.512079239	-0.679669052	0.969	0.9717	0.9727
The elderly couple were open minded and supportive of ideals belonging to the progressive left.	The couple were open minded and supportive of ideals belonging to the progressive left.	0.866641573	0.965517241	0.991460414	3.553531261	0.962233569	0.984265745	0.989726961	0.987103224	0.957088709	0.965878963	0.828000911	0.775178226	0.800142728	0.843464732	0.37623319	0.592630267	0.670054317	-0.800826371	-0.579581618	-0.69020367	-1.312924147	-0.820200086	-1.066562116	-0.974956095	-0.567180991	-0.771068543	0.962	0.966	0.9624
