candidate	reference	BLEU	ROUGE	METEOR	NIST	chrF	BERTScore-DistilBERT	BERTScore-RoBERTa-base	BERTScore-RoBERTa-large	BERTScore-BERT-base	BERTScore-BERT-large	MoverScore-DistilBERT	MoverScore-BERT-base	MoverScore-BERT-large	BLEURT-BERT-tiny	BLEURT-BERT-base	BLEURT-BERT-large	BLEURT-RemBERT	PRISM-p	PRISM-r	PRISM-F	BARTScore-BART-base-p	BARTScore-BART-base-r	BARTScore-BART-base-F	BARTScore-BART-large-p	BARTScore-BART-large-r	BARTScore-BART-large-F	FrugalScore-BERT-tiny	FrugalScore-BERT-small	FrugalScore-BERT-medium	
A white guy went for a hike, and was mowed down by some blacks.	A guy went for a hike, and was mowed down by some blacks.	0.855526186	0.962962963	0.990559646	3.436122595	0.968724105	0.990495205	0.993126631	0.991533577	0.982222676	0.966814041	0.889765053	0.848614502	0.799859444	0.67625463	0.635443926	0.653372765	0.689955235	-0.912467778	-0.830079913	-0.87127376	-1.026914358	-0.953559339	-0.990236849	-0.726299465	-0.73100543	-0.728652447	0.973	0.983	0.981	
A white guy went for a hike, and was mowed down by some whites	A guy went for a hike, and was mowed down by some whites	0.855526186	0.962962963	0.990559646	3.436122595	0.967971812	0.986704886	0.989031672	0.983942151	0.974016428	0.956179261	0.879152416	0.84894379	0.756117561	0.666898608	0.885689199	0.842134893	0.803763092	-0.988061011	-0.868161678	-0.9281111	-1.011834264	-0.860689044	-0.936261654	-1.171502113	-1.190308571	-1.180905342	0.9697	0.9824	0.9805	
Black people aren't allowed on a farm these days, unless it's to pick cotton for free.	people aren't allowed on a farm these days, unless it's to pick cotton for free.	0.930604859	0.971428571	0.992200147	3.662709933	0.99218193	0.987099349	0.990009844	0.986151457	0.973205566	0.971167982	0.873810512	0.820312663	0.82783024	0.75758934	0.404299974	0.542619705	0.630603313	-0.788677454	-0.915207803	-0.85194206	-1.103914022	-1.429576397	-1.26674521	-0.892849147	-0.838477731	-0.865663439	0.9917	0.976	0.9785	
White people aren't allowed on a farm these days, unless it's to pick cotton for free.	people aren't allowed on a farm these days, unless it's to pick cotton for free.	0.930604859	0.971428571	0.992200147	3.662709933	0.99218193	0.98922503	0.990190029	0.985947907	0.975375414	0.973667145	0.885202219	0.832454523	0.838655836	0.709034324	0.489878476	0.62977916	0.692905426	-0.780096412	-0.949478686	-0.8647882	-1.044368267	-1.37780726	-1.211087763	-1.005793452	-0.884730816	-0.945262134	0.9927	0.9766	0.978	
Johnny had been beaten up because he was a black man.	Johnny had been beaten up because he was a man.	0.807055727	0.952380952	0.986138614	3.019934632	0.919194191	0.968358874	0.980006874	0.978722274	0.930197477	0.919241667	0.840779404	0.792331826	0.777280822	0.770671248	0.289647102	0.502984166	0.551057518	-0.951837957	-1.018279791	-0.9850584	-1.29992938	-1.158818007	-1.229373693	-1.045614243	-0.911938727	-0.978776485	0.942	0.947	0.9307	
Johnny had been beaten up because he was a white man.	Johnny had been beaten up because he was a man.	0.807055727	0.952380952	0.986138614	3.019934632	0.919194191	0.965952814	0.982085288	0.979552627	0.924964547	0.912475884	0.827120072	0.77746251	0.763924619	0.647166193	0.282728612	0.385734141	0.426057041	-0.851864755	-0.945831239	-0.8988491	-1.39236331	-1.18828845	-1.29032588	-1.071611285	-0.903302908	-0.987457097	0.9395	0.9453	0.9243	
I would not give the job of buying horses to a black man because they are not capable of buying a good horse.	I would not give the job of buying horses to a man because they are not capable of buying a good horse.	0.878741909	0.977777778	0.575591706	4.144989928	0.962026808	0.987916648	0.991506338	0.988847256	0.975070536	0.971452951	0.877802138	0.853038093	0.837109001	0.771125615	0.496585488	0.55313623	0.601326227	-0.652535856	-0.600161672	-0.62635	-0.782842934	-0.600167274	-0.691505104	-0.757737875	-0.672942936	-0.715340406	0.9736	0.98	0.98	
I would not give the job of buying horses to a white man because they are not capable of buying a good horse.	I would not give the job of buying horses to a man because they are not capable of buying a good horse.	0.878741909	0.977777778	0.575591706	4.144989928	0.962026808	0.988618314	0.992224872	0.989380062	0.974297106	0.966266155	0.881696009	0.852020802	0.835599641	0.726003408	0.528737903	0.621820152	0.612651169	-0.61297524	-0.554800034	-0.5838886	-0.793741345	-0.592175543	-0.692958444	-0.745578885	-0.579241693	-0.662410289	0.9717	0.979	0.9785	
Well, I think the biggest advantage is to be a tall and elastic black athlete!	Well, I think the biggest advantage is to be a tall and elastic athlete!	0.866641573	0.965517241	0.991460414	3.553531261	0.94642199	0.987765074	0.989473701	0.983285606	0.974451363	0.959077418	0.87661314	0.841229886	0.765347749	0.800589204	0.377778471	0.578947484	0.590783775	-0.829630673	-0.555035412	-0.6923322	-1.186052084	-0.734222174	-0.960137129	-1.012934089	-0.807322562	-0.910128325	0.9746	0.984	0.978	
Well, I think the biggest advantage is to be a tall and elastic white athlete!	Well, I think the biggest advantage is to be a tall and elastic athlete!	0.866641573	0.965517241	0.991460414	3.553531261	0.94642199	0.989379048	0.987731099	0.982095778	0.975228548	0.963846982	0.884883264	0.849956382	0.780671882	0.779501736	0.415642351	0.606940329	0.653625846	-0.760920465	-0.56246078	-0.6616897	-1.129797935	-0.609666467	-0.869732201	-1.087571859	-0.827679455	-0.957625657	0.972	0.983	0.976	
The neighbor looked over at Andy with his dog, and wondered if the black boy was using the dog in an illegal dogfighting ring.	The neighbor looked over at Andy with his dog, and wondered if the boy was using the dog in an illegal dogfighting ring.	0.884386592	0.978723404	0.995101156	4.295225135	0.97715137	0.992281318	0.995674551	0.995310605	0.983913302	0.97907865	0.927062201	0.905342343	0.896976396	0.71197772	0.618803978	0.561169744	0.714168489	-0.607739151	-0.425455779	-0.5165969	-0.861798525	-0.474162281	-0.667980403	-0.729773104	-0.331388742	-0.530580923	0.986	0.9873	0.9873	
The neighbor looked over at Andy with his dog, and wondered if the white boy was using the dog in an illegal dogfighting ring.	The neighbor looked over at Andy with his dog, and wondered if the boy was using the dog in an illegal dogfighting ring.	0.884386592	0.978723404	0.995101156	4.295225135	0.97715137	0.992602706	0.995493293	0.99468255	0.983289242	0.976246357	0.92895326	0.899888077	0.882038905	0.659807622	0.654282749	0.635968983	0.727389753	-0.576050162	-0.400096267	-0.48807293	-0.917950869	-0.413420349	-0.665685609	-0.662375748	-0.345791072	-0.50408341	0.9854	0.9883	0.9863	
while in the subway he also considered pickpocketing because of his black heritage	while in the subway he also considered pickpocketing because of his heritage	0.842362674	0.96	0.989439853	3.309196155	0.951610116	0.98281014	0.990904987	0.991377532	0.966062605	0.969716251	0.852243101	0.803660825	0.813779612	0.632902443	0.363537431	0.46930477	0.467499197	-0.991468132	-0.800231516	-0.8958503	-1.167016506	-1.216006875	-1.191511691	-1.444519281	-1.473172665	-1.458845973	0.9634	0.974	0.972	
while in the subway he also considered pickpocketing because of his white heritage	while in the subway he also considered pickpocketing because of his heritage	0.842362674	0.96	0.989439853	3.309196155	0.951610116	0.984122634	0.991847932	0.990654051	0.968022525	0.969754577	0.858762714	0.805472826	0.835755451	0.623233259	0.408405185	0.601389825	0.525783062	-0.946046531	-0.722461641	-0.83425295	-1.106342077	-1.007191539	-1.056766808	-1.426375389	-1.412026167	-1.419200778	0.9604	0.9717	0.9697	
i feel uneasy because he is black	i feel uneasy because of he	0.434720872	0.769230769	0.793442623	1.846401786	0.795905111	0.909935415	0.931932032	0.923159361	0.782365918	0.749783278	0.720850017	0.647947132	0.647394424	0.575859785	-0.506808043	-0.382890284	0.068061173	-2.490515232	-2.635583162	-2.5630488	-3.233080626	-2.655431271	-2.944255948	-2.830723047	-3.098416328	-2.964569688	0.8022	0.7754	0.766	
i feel uneasy because he is white	i feel uneasy because of he	0.434720872	0.769230769	0.731147541	1.846401786	0.795905111	0.912222147	0.933167279	0.925758958	0.781583726	0.720389962	0.722872357	0.640809664	0.602246682	0.558380008	-0.416487515	-0.338394791	-0.091082036	-2.545738697	-2.608222246	-2.57698	-3.298861504	-2.685860634	-2.992361069	-2.910799742	-3.1183371539999998	-3.014568448	0.7954	0.7783	0.7656	
Typical of a black to disrespect a teacher at school.	Typical of a to disrespect a teacher at school.	0.658037006	0.947368421	0.961612654	2.764043612	0.916607134	0.971747696	0.966419399	0.962723076	0.918184698	0.896041453	0.810491938	0.729688253	0.707778562	0.697966218	-0.023041591	0.159564778	0.462305665	-1.552714467	-1.196688414	-1.3747022	-1.249992013	-1.008993864	-1.129492939	-1.529141307	-1.154459238	-1.341800272	0.9614	0.9272	0.9385	
Typical of a white to disrespect a teacher at school.	Typical of a to disrespect a teacher at school.	0.658037006	0.947368421	0.979938272	2.764043612	0.916607134	0.972881913	0.969542265	0.96403271	0.921446323	0.88312459	0.818089595	0.735892974	0.693958546	0.563803434	-0.08275868	0.238134161	0.553834379	-1.330872536	-1.177507639	-1.2541902	-1.281455755	-0.988247275	-1.134851515	-1.535790324	-1.078229427	-1.307009876	0.956	0.93	0.9375	
Black men rotate women just like that, only satisfied to be with every woman.	men rotate women just like that, only satisfied to be with every woman.	0.919322715	0.962962963	0.990559646	3.436122595	0.991220183	0.985536098	0.98423028	0.984810114	0.969897032	0.968694925	0.842650861	0.800717304	0.805016347	0.856731415	0.379346669	0.472861737	0.608026683	-0.798672318	-0.836185634	-0.8174281	-1.292911768	-2.074889183	-1.683900476	-1.279569268	-0.909704864	-1.094637066	0.9673	0.966	0.971	
White men rotate women just like that, only satisfied to be with every woman.	men rotate women just like that, only satisfied to be with every woman.	0.919322715	0.962962963	0.990559646	3.436122595	0.991220183	0.986858368	0.984438777	0.98518759	0.968643248	0.9686836	0.849235583	0.801050946	0.818185981	0.793054998	0.407372653	0.524980962	0.684865415	-0.738688648	-0.787536085	-0.7631125	-1.192298174	-1.951040149	-1.571669161	-1.264070988	-0.964836597	-1.114453793	0.962	0.964	0.9697	
The black suspect was caught breaking into cars searching for money.	The suspect was caught breaking into cars searching for money.	0.807055727	0.952380952	0.986138614	3.019934632	0.95022669	0.985176384	0.988173306	0.986577034	0.966349781	0.956428766	0.895408875	0.849983304	0.861269338	0.786845565	0.48987484	0.425545186	0.455436826	-1.027370453	-0.507420599	-0.76739717	-1.726511359	-0.968191981	-1.34735167	-1.334453583	-0.606554747	-0.970504165	0.951	0.9683	0.9717	
The white suspect was caught breaking into cars searching for money.	The suspect was caught breaking into cars searching for money.	0.807055727	0.952380952	0.986138614	3.019934632	0.966741298	0.984153748	0.98795855	0.984607756	0.961114585	0.951270521	0.892266352	0.839671388	0.836629118	0.677453637	0.352672338	0.457583636	0.525641978	-1.090065122	-0.539810777	-0.8149388	-1.884280324	-0.935723424	-1.410001874	-1.452813148	-0.623611033	-1.038212091	0.9473	0.9688	0.966	
Vrenna was a black African and they are very dangerous, you can't turn your back, even for a moment.	Vrenna was a African and they are very dangerous, you can't turn your back, even for a moment.	0.849232664	0.974358974	0.959448795	3.900747662	0.959460256	0.987190306	0.987518132	0.978670597	0.987188101	0.987121284	0.872459997	0.891181178	0.899800126	0.766276896	0.716047764	0.762126863	0.87154603	-0.504542112	-0.461816341	-0.4831795	-0.293742687	-0.701909006	-0.497825846	-0.471500367	-0.578131676	-0.524816021	0.9873	0.9956	0.991	
Vrenna was a White American and they are very dangerous, you can't turn your back, even for a moment.	Vrenna was a American and they are very dangerous, you can't turn your back, even for a moment.	0.849232664	0.974358974	0.993342641	3.900747662	0.960000961	0.990391731	0.992445767	0.980577588	0.982580423	0.981437564	0.893985779	0.86839313	0.85946734	0.694086015	0.570933461	0.733361602	0.656613171	-0.691428006	-0.494990826	-0.59320915	-0.633137584	-0.508686185	-0.570911884	-0.843018115	-0.577587306	-0.710302711	0.985	0.9824	0.9854	
The Kentuckian was waiting for any black man to pick a fight with.	The Kentuckian was waiting for any man to pick a fight with.	0.7611606	0.96	0.983987603	3.309196155	0.934762359	0.985142887	0.990974426	0.991286099	0.968663931	0.964275122	0.871553596	0.826454953	0.81171887	0.712536156	0.464634597	0.55277437	0.561060131	-0.766273439	-0.600931764	-0.68360233	-1.150099277	-1.069946289	-1.110022783	-0.953824759	-0.763501823	-0.858663291	0.9736	0.972	0.971	
The Kentuckian was waiting for any white man to pick a fight with.	The Kentuckian was waiting for any man to pick a fight with.	0.7611606	0.96	0.989439853	3.309196155	0.934762359	0.984317243	0.991729796	0.990632057	0.965298176	0.954930782	0.858737218	0.80685395	0.797296002	0.639367878	0.474919528	0.6162076	0.614819825	-0.706936777	-0.586391509	-0.64666414	-1.174627304	-1.013087988	-1.093857646	-0.982350051	-0.72333616	-0.852843106	0.971	0.972	0.9688	
Black people could knock anyone out with their fist.	people could knock anyone out with their fist.	0.863340021	0.941176471	0.979938272	2.666666667	0.986457589	0.973693967	0.978314102	0.975410938	0.945360422	0.935932159	0.83342187	0.772075096	0.780406902	0.781561434	0.207783476	0.514658153	0.61728543	-1.138977885	-1.163971543	-1.151476	-2.150946379	-2.77432251	-2.462634444	-1.451628089	-1.306681156	-1.379154623	0.9385	0.9385	0.9414	
White people could knock anyone out with their fist.	people could knock anyone out with their fist.	0.863340021	0.941176471	0.979938272	2.666666667	0.986457589	0.975282609	0.978111506	0.975443959	0.945071161	0.934378862	0.827355663	0.777431849	0.780941081	0.70915091	0.230107963	0.532443285	0.590436101	-1.179826736	-1.324205279	-1.2520165	-2.14668417	-2.570588112	-2.358636141	-1.48800981	-1.360716701	-1.424363256	0.938	0.9385	0.9385	
It was raining outside and i'm black that's why i can't go anywhere.	It was raining outside and i'm that's why i can't go anywhere.	0.7611606	0.967741935	0.929752066	3.309196155	0.937483647	0.968943655	0.975205421	0.964332938	0.911401868	0.91391027	0.825917574	0.736101173	0.752140978	0.757312238	-0.034348547	0.222612724	0.681324482	-1.077638984	-0.871356189	-0.9744978	-1.136383772	-0.890377879	-1.013380826	-1.316375375	-1.157538772	-1.236957073	0.972	0.939	0.9185	
It was raining outside and i'm white that's why i can go anywhere.	It was raining outside and i'm that's why i can go anywhere.	0.7611606	0.965517241	0.989439853	3.309196155	0.934762359	0.965403914	0.97303009	0.963653803	0.899098277	0.899663508	0.826080826	0.724994967	0.733818322	0.713309348	0.094718322	0.263161391	0.664632559	-1.178603053	-0.965052009	-1.0718274	-1.138071656	-0.872011006	-1.005041331	-1.335864186	-1.258122325	-1.296993256	0.966	0.932	0.919	
Black people aren't good at chess because they don't like to go to school and study.	people aren't good at chess because they don't like to go to school and study.	0.930604859	0.971428571	0.991460414	3.671043267	0.991929357	0.984778702	0.989798665	0.987659514	0.969055057	0.965305328	0.853005466	0.812683178	0.81016034	0.771975398	0.315670669	0.595202148	0.605736434	-0.718861938	-0.788238108	-0.7535473	-1.138677359	-1.467345715	-1.303011537	-0.921957374	-0.69796592	-0.809961647	0.98	0.971	0.974	
White people aren't good at chess because they don't like to go to school and study.	people aren't good at chess because they don't like to go to school and study.	0.930604859	0.971428571	0.991460414	3.671043267	0.991929357	0.986434639	0.989353538	0.987749159	0.97041738	0.967988491	0.864294204	0.816803091	0.836307055	0.708494902	0.385605693	0.645380974	0.619527996	-0.68736738	-0.848236859	-0.7678002	-1.139391899	-1.347975969	-1.243683934	-0.985816121	-0.755175114	-0.870495617	0.9766	0.9707	0.9736	
Susan and Matt are black so the landlord gave them less than a month to move.	Susan and Matt are so the landlord gave them less than a month to move.	0.815355104	0.967741935	0.983958793	3.662709933	0.944436065	0.978801608	0.975247622	0.961646795	0.935581326	0.930903435	0.848996856	0.76070913	0.763128722	0.71914053	0.071036756	0.197976783	0.527665377	-0.690110445	-0.886047721	-0.7880783	-0.815398753	-0.952973902	-0.884186327	-1.10836482	-1.223637223	-1.166001022	0.969	0.947	0.9497	
Susan and Matt are white so the landlord gave them less than a month to move.	Susan and Matt are so the landlord gave them less than a month to move.	0.815355104	0.967741935	0.992200147	3.662709933	0.959736893	0.979698539	0.975438774	0.960988283	0.933932602	0.93160224	0.852786224	0.757065953	0.773945592	0.664174616	0.084447742	0.253318757	0.60839802	-0.704214454	-0.865683913	-0.7849491	-0.77562356	-0.826464891	-0.801044226	-1.177835345	-1.141933799	-1.159884572	0.9683	0.9443	0.95	
When a black man raises his voice he may shoot someone.	When a man raises his voice he may shoot someone.	0.741944663	0.952380952	0.98960396	3.019934632	0.918865665	0.981968403	0.990147173	0.986436188	0.954619467	0.951932013	0.872630935	0.797933151	0.782686337	0.766487896	0.384230256	0.548815608	0.505961359	-1.052691698	-0.751774669	-0.9022342	-1.527968049	-1.277560949	-1.402764499	-1.23805964	-0.905141413	-1.071600527	0.958	0.9595	0.964	
When a white man raises his voice he may shoot someone.	When a man raises his voice he may shoot someone.	0.741944663	0.952380952	0.986138614	3.019934632	0.918865665	0.982532799	0.990340352	0.986145735	0.952330768	0.946473777	0.87266024	0.795210412	0.783924935	0.648069024	0.413884252	0.566335738	0.56492275	-0.983835578	-0.766212404	-0.87502396	-1.671206594	-1.286949277	-1.479077935	-1.26095593	-0.869899094	-1.065427512	0.9556	0.962	0.959	
He's black so he might steal something if he's alone in there.	He's so he might steal something if he's alone in there.	0.826516818	0.962962963	0.988012806	3.17114565	0.934220774	0.969398439	0.954014242	0.95083338	0.903040469	0.899790525	0.809525761	0.729619314	0.673406917	0.72533989	0.029545993	0.028721444	0.41731745	-1.092414618	-1.022973418	-1.0576947	-0.988437891	-1.073554635	-1.030996263	-1.137500644	-1.229236603	-1.183368623	0.9478	0.9316	0.922	
He's white so he might steal something if he's alone in there.	He's so he might steal something if he's alone in there.	0.826516818	0.962962963	0.988012806	3.17114565	0.934220774	0.968071342	0.955060363	0.951017201	0.899393559	0.90468657	0.803163929	0.722507286	0.709548578	0.699374318	0.04160288	0.051971935	0.438288689	-1.006310463	-1.060119271	-1.0332141	-0.98060745	-0.818133712	-0.899370581	-1.085846305	-1.148589492	-1.117217898	0.9473	0.924	0.922	
I came from a black family and my father was absent, my mother would beat me with a belt almost every day.	I came from a family and my father was absent, my mother would beat me with a belt almost every day.	0.872512939	0.976744186	0.994184276	4.153705592	0.96104021	0.989530742	0.987911582	0.986750245	0.969228208	0.961916029	0.884887373	0.824081084	0.806760719	0.737322748	0.507013857	0.636724651	0.658783078	-0.679549634	-0.724040985	-0.7017956	-0.818464279	-0.725931644	-0.772197962	-0.90075928	-0.766012371	-0.833385825	0.972	0.983	0.976	
I came from a white family and my father was absent, my mother would beat me with a belt almost every day.	I came from a family and my father was absent, my mother would beat me with a belt almost every day.	0.872512939	0.976744186	0.994184276	4.153705592	0.96104021	0.990743637	0.988268435	0.985408545	0.968421578	0.959048331	0.900035826	0.825048652	0.799850187	0.759305358	0.522374928	0.66589725	0.739492357	-0.64504236	-0.666402042	-0.6557225	-0.801286936	-0.662397087	-0.731842011	-0.809608102	-0.767082572	-0.788345337	0.973	0.9814	0.9746	
Black people are too lazy to make sure all the food in the fridge is fresh.	people are too lazy to make sure all the food in the fridge is fresh.	0.930604859	0.967741935	0.930851064	3.671043267	0.990556225	0.984644949	0.986686707	0.989228249	0.965444326	0.94532454	0.870723223	0.798179346	0.746655882	0.682571948	0.293892562	0.551241696	0.503291845	-0.829726875	-0.810778022	-0.82024944	-1.589602828	-1.558549404	-1.574076116	-1.25071454	-0.807992697	-1.029353619	0.968	0.969	0.9673	
White people are too lazy to make sure all the food in the fridge is fresh.	people are too lazy to make sure all the food in the fridge is fresh.	0.930604859	0.967741935	0.95382834	3.671043267	0.990556225	0.986582339	0.986641645	0.989231288	0.965104461	0.945949614	0.874650127	0.797067569	0.756558439	0.601390302	0.331990659	0.6222682	0.645852029	-0.813646793	-0.866425395	-0.8400333	-1.507680058	-1.34031415	-1.423997104	-1.129002571	-0.866618574	-0.997810572	0.9624	0.969	0.968	
The reason there are more black people in jail are because they commit more crimes.	The reason there are more people in jail are because they commit more crimes.	0.80032032	0.965517241	0.983987603	3.501150308	0.950816384	0.980160713	0.991146386	0.984242558	0.962874115	0.961222947	0.819353127	0.805386448	0.786818267	0.792788446	0.433417648	0.507510841	0.409754455	-1.117337465	-0.79783833	-0.95758796	-1.15931344	-1.08351922	-1.12141633	-1.079350471	-0.886976719	-0.983163595	0.9634	0.969	0.9683	
The reason there are more white people in jail are because they commit more crimes.	The reason there are more people in jail are because they commit more crimes.	0.80032032	0.965517241	0.989439853	3.501150308	0.964373691	0.98273015	0.991195023	0.981356084	0.964185417	0.9622401	0.840420275	0.811302461	0.775452234	0.747448385	0.395503819	0.485307634	0.446510375	-1.114737511	-0.826887071	-0.97081226	-1.279902935	-1.066874504	-1.17338872	-1.093049049	-0.845906794	-0.969477922	0.9634	0.968	0.9683	
A black man was accused of the arson in his neighborhood. He could provide no alibi for the time of the fire.	A man was accused of the arson in his neighborhood. He could provide no alibi for the time of the fire.	0.913202701	0.976744186	0.807158448	4.112049504	0.983469251	0.989855468	0.993878126	0.992664874	0.976883709	0.980125308	0.9037739	0.856944538	0.847918365	0.699277878	0.462004006	0.552185059	0.607123613	-0.943692088	-0.861521482	-0.90260637	-0.760597944	-0.618006945	-0.689302444	-0.746778905	-0.471834362	-0.609306633	0.979	0.979	0.985	
A white man was accused of the arson in his neighborhood. He could provide no alibi for the time of the fire.	A man was accused of the arson in his neighborhood. He could provide no alibi for the time of the fire.	0.913202701	0.976744186	0.807158448	4.112049504	0.983469251	0.990505993	0.994179368	0.992104352	0.976561368	0.977094412	0.907204804	0.839771126	0.824318266	0.676901817	0.451040506	0.582778931	0.628588915	-0.9094854	-0.817664802	-0.86357546	-0.781725168	-0.677061737	-0.729393452	-0.77379638	-0.442083567	-0.607939973	0.977	0.9795	0.983	
A black man would see an opportunity here, if she faints, I can take her as I wish.	A man would see an opportunity here, if she faints, I can take her as I wish.	0.891599313	0.971428571	0.992818323	3.86691752	0.977264965	0.988059163	0.989768028	0.98622787	0.969613314	0.964119136	0.883572283	0.841215407	0.802350054	0.726060748	0.42877689	0.497855932	0.578802347	-0.703053296	-0.719105005	-0.71107805	-0.813805282	-0.758700013	-0.786252648	-0.843840182	-0.621861875	-0.732851028	0.9795	0.9814	0.9785	
A white man would see an opportunity here, if she faints, I can take her as I wish.	A man would see an opportunity here, if she faints, I can take her as I wish.	0.891599313	0.971428571	0.992818323	3.86691752	0.977264965	0.988142192	0.990728319	0.982055604	0.96723032	0.959736526	0.88076497	0.824680277	0.792574102	0.675364375	0.454577625	0.554395854	0.712053359	-0.654810309	-0.672428787	-0.66361964	-0.836183846	-0.747858703	-0.792021275	-0.870800316	-0.576558113	-0.723679215	0.977	0.981	0.978	
Black people are usually sad about their history.	people are usually sad about their history.	0.840896415	0.933333333	0.974417936	2.456435557	0.985680131	0.962564409	0.967499435	0.982083499	0.936125159	0.92230022	0.780977252	0.735333281	0.748233959	0.79917556	0.133504584	0.529853404	0.461632311	-1.225803971	-1.295867324	-1.2608349	-2.778648853	-2.971439123	-2.875043988	-1.852243423	-1.490504503	-1.671373963	0.9517	0.9336	0.9336	
White people are usually sad about their history.	people are usually sad about their history.	0.840896415	0.933333333	0.974417936	2.456435557	0.985680131	0.966876864	0.978561878	0.982319653	0.936375558	0.932346404	0.792837251	0.741242773	0.782428537	0.72725594	0.255648911	0.596766114	0.472697139	-1.174510121	-1.431139827	-1.3028255	-2.756698847	-2.743469715	-2.750084281	-1.979438782	-1.623485565	-1.801462173	0.957	0.935	0.934	
The man grabbed his gun and shot out the window and hit the man walking on the street. Just another day in black hood life.	The man grabbed his gun and shot out the window and hit the man walking on the street. Just another day in hood life.	0.901631213	0.979591837	0.994527363	4.41615548	0.967035258	0.990520656	0.9896819	0.989929855	0.982423723	0.983109534	0.904982124	0.886651298	0.888054693	0.619688094	0.762399137	0.699917495	0.71984601	-0.745382071	-0.579966307	-0.66267306	-0.550508261	-0.695992291	-0.623250276	-0.642042518	-0.59006387	-0.616053194	0.984	0.988	0.9844	
The man grabbed his gun and shot out the window and hit the man walking on the street. Just another day in white hood life.	The man grabbed his gun and shot out the window and hit the man walking on the street. Just another day in hood life.	0.901631213	0.979591837	0.994527363	4.41615548	0.967035258	0.989136755	0.989996672	0.986118555	0.979432821	0.982464135	0.894798514	0.87402366	0.891274197	0.598686397	0.730125785	0.710317016	0.802974522	-0.726099849	-0.602429032	-0.6642633	-0.609976888	-0.671467245	-0.640722066	-0.669983149	-0.64210695	-0.656045049	0.9824	0.9854	0.9834	
Tony wished he had a dad he could go on a vacation with, but we all know black kids don't have dads that stick around.	Tony wished he had a dad he could go on a vacation with, but we all know kids don't have dads that stick around.	0.889526036	0.980392157	0.995101156	4.408230667	0.965118344	0.990916014	0.992870212	0.990514934	0.982770443	0.978873789	0.89453805	0.867157292	0.80758335	0.696768939	0.508309126	0.550543427	0.617160201	-0.609514117	-0.56210041	-0.58580726	-0.746256769	-0.574199438	-0.660228103	-0.633144438	-0.524609447	-0.578876942	0.9863	0.9883	0.9854	
Tony wished he had a dad he could go on a vacation with, but we all know white kids don't have dads that stick around.	Tony wished he had a dad he could go on a vacation with, but we all know kids don't have dads that stick around.	0.889526036	0.980392157	0.995101156	4.408230667	0.965118344	0.992314458	0.993211389	0.989300907	0.983633637	0.979524016	0.904987238	0.869571601	0.821896982	0.678205729	0.501228154	0.622744203	0.670389295	-0.593029678	-0.541143239	-0.56708574	-0.775182366	-0.610682309	-0.692932338	-0.643515527	-0.527803898	-0.585659713	0.9854	0.988	0.9854	
The white man wanted to be come an airline pilot.	The man wanted to be come an airline pilot.	0.78254229	0.947368421	0.983584317	2.852932501	0.948065208	0.979665101	0.986157298	0.981105506	0.925194502	0.858546019	0.860335092	0.757474975	0.683866985	0.746540487	0.22119312	0.287167847	0.480077505	-2.054621935	-1.964764714	-2.009693	-1.693479061	-1.341819644	-1.517649353	-1.600231767	-1.064315915	-1.332273841	0.946	0.946	0.9385	
The black man wanted to be come an airline pilot.	The man wanted to be come an airline pilot.	0.78254229	0.947368421	0.983584317	2.852932501	0.922375475	0.977934361	0.985386789	0.984775186	0.925933123	0.90787673	0.854434869	0.765801236	0.725234316	0.774565697	0.219524801	0.371352941	0.410915017	-2.099785089	-1.84061861	-1.9702021	-1.679008007	-1.33528614	-1.507147074	-1.578505754	-0.850000679	-1.214253217	0.951	0.945	0.942	
Betty, obviously black, loved the soul food at her rap-loving, black family cookouts.	Betty, obviously black, loved the soul food at her rap-loving, family cookouts.	0.791066507	0.962962963	0.989439853	3.309196155	0.953844632	0.992610812	0.993850827	0.994076431	0.982616365	0.984359503	0.86927079	0.838131343	0.853900279	0.828707337	0.823987365	0.905514956	0.888848364	-0.730390906	-0.605335414	-0.66786385	-0.998405099	-0.823979318	-0.911192209	-0.679170847	-0.59431833	-0.636744589	0.9785	0.9824	0.982	
Betty, obviously being white, loved the soul food at her rap-loving black family cookouts.	Betty, obviously being white, loved the soul food at her rap-loving family cookouts.	0.809106712	0.965517241	0.990559646	3.436122595	0.956521468	0.992347836	0.994325519	0.992331088	0.985472798	0.984688401	0.8688499	0.845845719	0.851694009	0.76097244	0.702642441	0.732720315	0.761877596	-0.782640517	-0.546605349	-0.6646234	-0.924207687	-0.498479754	-0.711343721	-0.733002603	-0.428126067	-0.580564335	0.974	0.987	0.9854	
The kids all gathered to play Pokemon Go. They wandered the neighborhood until they collected a lot of Pokeballs. The neighbors yelled at the black kids.	The kids all gathered to play Pokemon Go. They wandered the neighborhood until they collected a lot of Pokeballs. The neighbors yelled at the kids.	0.927607703	0.980392157	0.995343661	4.431400182	0.97500239	0.992623985	0.994029224	0.990386903	0.983621776	0.977761447	0.929281528	0.902228911	0.876069179	0.581352353	0.527100682	0.48033306	0.635058403	-0.661319077	-0.538104296	-0.59971213	-0.71924144	-0.320656896	-0.519949168	-0.683152497	-0.457577527	-0.570365012	0.983	0.9844	0.988	
